SAMPLE_ID1,SAMPLE_ID2,SAMPLE_ID3,LAB_L,LAB_A,LAB_B,nm380,nm390,nm400,nm410,nm420,nm430,nm440,nm450,nm460,nm470,nm480,nm490,nm500,nm510,nm520,nm530,nm540,nm550,nm560,nm570,nm580,nm590,nm600,nm610,nm620,nm630,nm640,nm650,nm660,nm670,nm680,nm690,nm700,nm710,nm720,nm730
"""TR651_T35_P18_dmin-2 M0""","""""","""""",89.82,-0.62,10.39,4.524118E-1,4.917521E-1,5.193408E-1,5.419529E-1,5.636541E-1,5.879466E-1,6.091319E-1,6.294246E-1,6.488624E-1,6.661277E-1,6.824095E-1,6.973795E-1,7.100986E-1,7.197034E-1,7.289072E-1,7.393345E-1,7.520204E-1,7.624961E-1,7.700938E-1,7.782156E-1,7.801343E-1,7.829182E-1,7.888644E-1,7.961035E-1,8.022417E-1,8.057892E-1,8.094674E-1,8.149717E-1,8.229123E-1,8.323680E-1,8.433310E-1,8.550810E-1,8.667182E-1,8.743460E-1,8.797523E-1,8.855338E-1
"""TR651_T35_P18_dmin-2 M1""","""""","""""",89.84,-0.66,10.38,4.524118E-1,4.917521E-1,5.193408E-1,5.416520E-1,5.639051E-1,5.886869E-1,6.095858E-1,6.297509E-1,6.493263E-1,6.667574E-1,6.830717E-1,6.982026E-1,7.108805E-1,7.205068E-1,7.296823E-1,7.401483E-1,7.528734E-1,7.628046E-1,7.700938E-1,7.782156E-1,7.801343E-1,7.829182E-1,7.888644E-1,7.961035E-1,8.022417E-1,8.057892E-1,8.094674E-1,8.149717E-1,8.229123E-1,8.323680E-1,8.433310E-1,8.550810E-1,8.667182E-1,8.743460E-1,8.797523E-1,8.855338E-1
"""TR651_T35_P18_dmin-2 M2""","""""","""""",89.80,-0.64,10.53,0.000000E+0,0.000000E+0,5.193408E-1,5.429856E-1,5.630960E-1,5.866394E-1,6.076654E-1,6.280055E-1,6.474183E-1,6.648094E-1,6.811671E-1,6.961546E-1,7.090417E-1,7.188553E-1,7.283434E-1,7.387238E-1,7.513490E-1,7.622004E-1,7.700938E-1,7.782156E-1,7.801343E-1,7.829182E-1,7.888644E-1,7.961035E-1,8.022417E-1,8.057892E-1,8.094674E-1,8.149717E-1,8.229123E-1,8.323680E-1,8.433310E-1,8.550810E-1,8.667182E-1,8.743460E-1,8.797523E-1,8.855338E-1
"""TR651_T35_P19_dmax-0 M0""","""""","""""",69.03,4.47,17.88,2.020507E-1,2.118712E-1,2.191301E-1,2.259513E-1,2.317878E-1,2.404532E-1,2.490903E-1,2.587454E-1,2.692911E-1,2.804028E-1,2.927133E-1,3.056637E-1,3.186796E-1,3.307729E-1,3.437682E-1,3.576335E-1,3.721667E-1,3.860912E-1,3.988852E-1,4.127176E-1,4.237637E-1,4.357402E-1,4.491325E-1,4.638736E-1,4.781309E-1,4.908685E-1,5.039613E-1,5.181324E-1,5.334107E-1,5.482860E-1,5.644085E-1,5.808871E-1,5.974554E-1,6.118085E-1,6.250421E-1,6.374153E-1
"""TR651_T35_P19_dmax-0 M1""","""""","""""",69.03,4.46,17.87,2.020507E-1,2.118712E-1,2.191301E-1,2.264573E-1,2.321652E-1,2.406998E-1,2.491961E-1,2.588114E-1,2.693872E-1,2.805205E-1,2.928549E-1,3.058413E-1,3.188196E-1,3.309353E-1,3.439630E-1,3.578122E-1,3.723134E-1,3.861463E-1,3.988852E-1,4.127176E-1,4.237637E-1,4.357402E-1,4.491325E-1,4.638736E-1,4.781309E-1,4.908685E-1,5.039613E-1,5.181324E-1,5.334107E-1,5.482860E-1,5.644085E-1,5.808871E-1,5.974554E-1,6.118085E-1,6.250421E-1,6.374153E-1
"""TR651_T35_P19_dmax-0 M2""","""""","""""",69.02,4.44,17.97,0.000000E+0,0.000000E+0,2.191301E-1,2.242146E-1,2.309485E-1,2.400177E-1,2.487485E-1,2.584586E-1,2.689921E-1,2.801564E-1,2.924475E-1,3.053994E-1,3.184903E-1,3.306015E-1,3.436266E-1,3.574995E-1,3.720513E-1,3.860384E-1,3.988852E-1,4.127176E-1,4.237637E-1,4.357402E-1,4.491325E-1,4.638736E-1,4.781309E-1,4.908685E-1,5.039613E-1,5.181324E-1,5.334107E-1,5.482860E-1,5.644085E-1,5.808871E-1,5.974554E-1,6.118085E-1,6.250421E-1,6.374153E-1
"""TR651_T35_P19_dmax-1 M0""","""""","""""",68.18,4.59,17.58,1.974848E-1,2.068858E-1,2.141774E-1,2.194908E-1,2.264036E-1,2.343236E-1,2.424685E-1,2.518536E-1,2.624222E-1,2.731261E-1,2.843553E-1,2.965046E-1,3.092709E-1,3.211184E-1,3.338504E-1,3.470375E-1,3.603876E-1,3.737045E-1,3.862462E-1,4.001816E-1,4.113139E-1,4.234409E-1,4.365938E-1,4.507920E-1,4.647807E-1,4.774535E-1,4.907894E-1,5.053966E-1,5.208987E-1,5.359945E-1,5.525917E-1,5.694391E-1,5.855871E-1,6.006386E-1,6.134531E-1,6.258401E-1
"""TR651_T35_P19_dmax-1 M1""","""""","""""",68.19,4.58,17.56,1.974848E-1,2.068858E-1,2.141774E-1,2.202605E-1,2.268526E-1,2.345393E-1,2.425675E-1,2.519216E-1,2.625149E-1,2.732455E-1,2.844812E-1,2.966432E-1,3.094114E-1,3.212962E-1,3.340443E-1,3.472353E-1,3.605932E-1,3.737811E-1,3.862462E-1,4.001816E-1,4.113139E-1,4.234409E-1,4.365938E-1,4.507920E-1,4.647807E-1,4.774535E-1,4.907894E-1,5.053966E-1,5.208987E-1,5.359945E-1,5.525917E-1,5.694391E-1,5.855871E-1,6.006386E-1,6.134531E-1,6.258401E-1
"""TR651_T35_P19_dmax-1 M2""","""""","""""",68.18,4.57,17.67,0.000000E+0,0.000000E+0,2.141774E-1,2.168491E-1,2.254053E-1,2.339427E-1,2.421485E-1,2.515580E-1,2.621338E-1,2.728763E-1,2.841190E-1,2.962982E-1,3.090809E-1,3.209307E-1,3.337095E-1,3.468890E-1,3.602256E-1,3.736311E-1,3.862462E-1,4.001816E-1,4.113139E-1,4.234409E-1,4.365938E-1,4.507920E-1,4.647807E-1,4.774535E-1,4.907894E-1,5.053966E-1,5.208987E-1,5.359945E-1,5.525917E-1,5.694391E-1,5.855871E-1,6.006386E-1,6.134531E-1,6.258401E-1
"""TR651_T35_P19_dmax-2 M0""","""""","""""",68.48,4.34,17.52,1.960759E-1,2.086423E-1,2.166361E-1,2.228699E-1,2.290824E-1,2.370522E-1,2.457373E-1,2.551818E-1,2.659301E-1,2.768429E-1,2.886421E-1,3.012527E-1,3.139482E-1,3.256929E-1,3.381703E-1,3.515570E-1,3.652714E-1,3.785053E-1,3.908938E-1,4.043659E-1,4.151743E-1,4.267657E-1,4.396551E-1,4.537950E-1,4.675621E-1,4.800163E-1,4.929580E-1,5.070235E-1,5.218829E-1,5.366718E-1,5.522411E-1,5.681788E-1,5.843259E-1,5.983823E-1,6.109294E-1,6.229980E-1
"""TR651_T35_P19_dmax-2 M1""","""""","""""",68.48,4.33,17.51,1.960759E-1,2.086423E-1,2.166361E-1,2.231533E-1,2.293802E-1,2.372177E-1,2.458406E-1,2.552592E-1,2.660092E-1,2.769728E-1,2.887647E-1,3.013972E-1,3.141142E-1,3.258503E-1,3.382983E-1,3.516743E-1,3.653848E-1,3.785590E-1,3.908938E-1,4.043659E-1,4.151743E-1,4.267657E-1,4.396551E-1,4.537950E-1,4.675621E-1,4.800163E-1,4.929580E-1,5.070235E-1,5.218829E-1,5.366718E-1,5.522411E-1,5.681788E-1,5.843259E-1,5.983823E-1,6.109294E-1,6.229980E-1
"""TR651_T35_P19_dmax-2 M2""","""""","""""",68.48,4.32,17.60,0.000000E+0,0.000000E+0,2.166361E-1,2.218976E-1,2.284202E-1,2.367601E-1,2.454032E-1,2.548455E-1,2.656839E-1,2.765711E-1,2.884122E-1,3.010377E-1,3.137237E-1,3.255266E-1,3.380772E-1,3.514690E-1,3.651822E-1,3.784539E-1,3.908938E-1,4.043659E-1,4.151743E-1,4.267657E-1,4.396551E-1,4.537950E-1,4.675621E-1,4.800163E-1,4.929580E-1,5.070235E-1,5.218829E-1,5.366718E-1,5.522411E-1,5.681788E-1,5.843259E-1,5.983823E-1,6.109294E-1,6.229980E-1
"""TR651_T35_P19_dmin-0 M0""","""""","""""",88.73,-0.44,11.63,4.258215E-1,4.622957E-1,4.889926E-1,5.103064E-1,5.313381E-1,5.539607E-1,5.739736E-1,5.940153E-1,6.139517E-1,6.322200E-1,6.494269E-1,6.654788E-1,6.799397E-1,6.912591E-1,7.020852E-1,7.139249E-1,7.274595E-1,7.387607E-1,7.471938E-1,7.565761E-1,7.599536E-1,7.639998E-1,7.705078E-1,7.782989E-1,7.849335E-1,7.890897E-1,7.934057E-1,7.995511E-1,8.072455E-1,8.158637E-1,8.255036E-1,8.360739E-1,8.462721E-1,8.537713E-1,8.592763E-1,8.649735E-1
"""TR651_T35_P19_dmin-0 M1""","""""","""""",88.74,-0.48,11.61,4.258215E-1,4.622957E-1,4.889926E-1,5.102006E-1,5.315794E-1,5.545598E-1,5.743569E-1,5.943168E-1,6.143470E-1,6.327432E-1,6.500020E-1,6.661772E-1,6.806191E-1,6.919054E-1,7.027508E-1,7.146165E-1,7.281607E-1,7.390342E-1,7.471938E-1,7.565761E-1,7.599536E-1,7.639998E-1,7.705078E-1,7.782989E-1,7.849335E-1,7.890897E-1,7.934057E-1,7.995511E-1,8.072455E-1,8.158637E-1,8.255036E-1,8.360739E-1,8.462721E-1,8.537713E-1,8.592763E-1,8.649735E-1
"""TR651_T35_P19_dmin-0 M2""","""""","""""",88.71,-0.46,11.76,0.000000E+0,0.000000E+0,4.889926E-1,5.106694E-1,5.308015E-1,5.529031E-1,5.727350E-1,5.927041E-1,6.127210E-1,6.311246E-1,6.483482E-1,6.644395E-1,6.790213E-1,6.905769E-1,7.016011E-1,7.134060E-1,7.269076E-1,7.384986E-1,7.471938E-1,7.565761E-1,7.599536E-1,7.639998E-1,7.705078E-1,7.782989E-1,7.849335E-1,7.890897E-1,7.934057E-1,7.995511E-1,8.072455E-1,8.158637E-1,8.255036E-1,8.360739E-1,8.462721E-1,8.537713E-1,8.592763E-1,8.649735E-1
"""TR651_T35_P19_dmin-1 M0""","""""","""""",88.59,-0.53,11.37,4.271265E-1,4.606685E-1,4.871595E-1,5.093367E-1,5.307721E-1,5.535321E-1,5.743711E-1,5.946219E-1,6.145228E-1,6.323802E-1,6.493560E-1,6.652238E-1,6.792528E-1,6.899121E-1,7.006713E-1,7.120512E-1,7.250804E-1,7.358737E-1,7.437353E-1,7.526159E-1,7.558818E-1,7.598674E-1,7.660177E-1,7.734905E-1,7.799723E-1,7.838143E-1,7.882613E-1,7.942485E-1,8.020089E-1,8.101242E-1,8.189701E-1,8.289702E-1,8.387470E-1,8.457525E-1,8.509111E-1,8.561348E-1
"""TR651_T35_P19_dmin-1 M1""","""""","""""",88.60,-0.56,11.35,4.271265E-1,4.606685E-1,4.871595E-1,5.091919E-1,5.309575E-1,5.541630E-1,5.748072E-1,5.949156E-1,6.149155E-1,6.329251E-1,6.499275E-1,6.659512E-1,6.799321E-1,6.905444E-1,7.013493E-1,7.127187E-1,7.258584E-1,7.361582E-1,7.437353E-1,7.526159E-1,7.558818E-1,7.598674E-1,7.660177E-1,7.734905E-1,7.799723E-1,7.838143E-1,7.882613E-1,7.942485E-1,8.020089E-1,8.101242E-1,8.189701E-1,8.289702E-1,8.387470E-1,8.457525E-1,8.509111E-1,8.561348E-1
"""TR651_T35_P19_dmin-1 M2""","""""","""""",88.57,-0.55,11.50,0.000000E+0,0.000000E+0,4.871595E-1,5.098339E-1,5.303599E-1,5.524181E-1,5.729620E-1,5.933448E-1,6.133002E-1,6.312399E-1,6.482840E-1,6.641413E-1,6.783344E-1,6.892446E-1,7.001781E-1,7.115502E-1,7.244678E-1,7.356011E-1,7.437353E-1,7.526159E-1,7.558818E-1,7.598674E-1,7.660177E-1,7.734905E-1,7.799723E-1,7.838143E-1,7.882613E-1,7.942485E-1,8.020089E-1,8.101242E-1,8.189701E-1,8.289702E-1,8.387470E-1,8.457525E-1,8.509111E-1,8.561348E-1
"""TR651_T35_P19_dmin-2 M0""","""""","""""",88.64,-0.53,11.37,4.279429E-1,4.622284E-1,4.880545E-1,5.100778E-1,5.317250E-1,5.550181E-1,5.754089E-1,5.953006E-1,6.154660E-1,6.330893E-1,6.502669E-1,6.664184E-1,6.802464E-1,6.909951E-1,7.016888E-1,7.130901E-1,7.261496E-1,7.370130E-1,7.448209E-1,7.537140E-1,7.570249E-1,7.608840E-1,7.670658E-1,7.746416E-1,7.810999E-1,7.848689E-1,7.894432E-1,7.955371E-1,8.032082E-1,8.116040E-1,8.214309E-1,8.316967E-1,8.417340E-1,8.490265E-1,8.542706E-1,8.599688E-1
"""TR651_T35_P19_dmin-2 M1""","""""","""""",88.65,-0.56,11.35,4.279429E-1,4.622284E-1,4.880545E-1,5.100952E-1,5.320361E-1,5.556650E-1,5.757974E-1,5.955998E-1,6.158981E-1,6.336479E-1,6.508521E-1,6.670992E-1,6.809164E-1,6.916761E-1,7.023209E-1,7.137933E-1,7.269119E-1,7.372907E-1,7.448209E-1,7.537140E-1,7.570249E-1,7.608840E-1,7.670658E-1,7.746416E-1,7.810999E-1,7.848689E-1,7.894432E-1,7.955371E-1,8.032082E-1,8.116040E-1,8.214309E-1,8.316967E-1,8.417340E-1,8.490265E-1,8.542706E-1,8.599688E-1
"""TR651_T35_P19_dmin-2 M2""","""""","""""",88.62,-0.55,11.51,0.000000E+0,0.000000E+0,4.880545E-1,5.100179E-1,5.310334E-1,5.538757E-1,5.741535E-1,5.939991E-1,6.141210E-1,6.319200E-1,6.491690E-1,6.654052E-1,6.793407E-1,6.902763E-1,7.012290E-1,7.125624E-1,7.255495E-1,7.367470E-1,7.448209E-1,7.537140E-1,7.570249E-1,7.608840E-1,7.670658E-1,7.746416E-1,7.810999E-1,7.848689E-1,7.894432E-1,7.955371E-1,8.032082E-1,8.116040E-1,8.214309E-1,8.316967E-1,8.417340E-1,8.490265E-1,8.542706E-1,8.599688E-1
"""TR651_T35_P20_dmax-0 M0""","""""","""""",74.46,2.58,20.96,2.148006E-1,2.259530E-1,2.367976E-1,2.466990E-1,2.561269E-1,2.686660E-1,2.817507E-1,2.959045E-1,3.115969E-1,3.285940E-1,3.471769E-1,3.660271E-1,3.851546E-1,4.022194E-1,4.196960E-1,4.377030E-1,4.553134E-1,4.707357E-1,4.843042E-1,4.987962E-1,5.106147E-1,5.225589E-1,5.352564E-1,5.487859E-1,5.616555E-1,5.730466E-1,5.849369E-1,5.972781E-1,6.093892E-1,6.196102E-1,6.289617E-1,6.392092E-1,6.505479E-1,6.610892E-1,6.715411E-1,6.821429E-1
"""TR651_T35_P20_dmax-0 M1""","""""","""""",74.47,2.57,20.95,2.148006E-1,2.259530E-1,2.367976E-1,2.465725E-1,2.560582E-1,2.687240E-1,2.818161E-1,2.959605E-1,3.116815E-1,3.287074E-1,3.472791E-1,3.661824E-1,3.852616E-1,4.023114E-1,4.197825E-1,4.378305E-1,4.554486E-1,4.707796E-1,4.843042E-1,4.987962E-1,5.106147E-1,5.225589E-1,5.352564E-1,5.487859E-1,5.616555E-1,5.730466E-1,5.849369E-1,5.972781E-1,6.093892E-1,6.196102E-1,6.289617E-1,6.392092E-1,6.505479E-1,6.610892E-1,6.715411E-1,6.821429E-1
"""TR651_T35_P20_dmax-0 M2""","""""","""""",74.46,2.56,21.02,0.000000E+0,0.000000E+0,2.367976E-1,2.471331E-1,2.562796E-1,2.685635E-1,2.815394E-1,2.956606E-1,3.113334E-1,3.283567E-1,3.469851E-1,3.657960E-1,3.850099E-1,4.021223E-1,4.196332E-1,4.376073E-1,4.552070E-1,4.706937E-1,4.843042E-1,4.987962E-1,5.106147E-1,5.225589E-1,5.352564E-1,5.487859E-1,5.616555E-1,5.730466E-1,5.849369E-1,5.972781E-1,6.093892E-1,6.196102E-1,6.289617E-1,6.392092E-1,6.505479E-1,6.610892E-1,6.715411E-1,6.821429E-1
"""TR651_T35_P20_dmax-1 M0""","""""","""""",59.90,8.36,23.03,1.413404E-1,1.392269E-1,1.385202E-1,1.358517E-1,1.373911E-1,1.398625E-1,1.436732E-1,1.493071E-1,1.561805E-1,1.646435E-1,1.741778E-1,1.851910E-1,1.973612E-1,2.094022E-1,2.229290E-1,2.374460E-1,2.523493E-1,2.670757E-1,2.817216E-1,2.979207E-1,3.129780E-1,3.287415E-1,3.451686E-1,3.623285E-1,3.794475E-1,3.958987E-1,4.130392E-1,4.305150E-1,4.477450E-1,4.634134E-1,4.785835E-1,4.942578E-1,5.102690E-1,5.258244E-1,5.403875E-1,5.546368E-1
"""TR651_T35_P20_dmax-1 M1""","""""","""""",59.90,8.36,23.02,1.413404E-1,1.392269E-1,1.385202E-1,1.365636E-1,1.377702E-1,1.400058E-1,1.436899E-1,1.493289E-1,1.562204E-1,1.647006E-1,1.742584E-1,1.852550E-1,1.974269E-1,2.094511E-1,2.230028E-1,2.375319E-1,2.524293E-1,2.671233E-1,2.817216E-1,2.979207E-1,3.129780E-1,3.287415E-1,3.451686E-1,3.623285E-1,3.794475E-1,3.958987E-1,4.130392E-1,4.305150E-1,4.477450E-1,4.634134E-1,4.785835E-1,4.942578E-1,5.102690E-1,5.258244E-1,5.403875E-1,5.546368E-1
"""TR651_T35_P20_dmax-1 M2""","""""","""""",59.89,8.34,23.11,0.000000E+0,0.000000E+0,1.385202E-1,1.334085E-1,1.365483E-1,1.396096E-1,1.436191E-1,1.492127E-1,1.560561E-1,1.645239E-1,1.740267E-1,1.850956E-1,1.972724E-1,2.093505E-1,2.228753E-1,2.373816E-1,2.522863E-1,2.670301E-1,2.817216E-1,2.979207E-1,3.129780E-1,3.287415E-1,3.451686E-1,3.623285E-1,3.794475E-1,3.958987E-1,4.130392E-1,4.305150E-1,4.477450E-1,4.634134E-1,4.785835E-1,4.942578E-1,5.102690E-1,5.258244E-1,5.403875E-1,5.546368E-1
"""TR651_T35_P20_dmax-2 M0""","""""","""""",63.16,7.47,21.83,1.648685E-1,1.666700E-1,1.664542E-1,1.648111E-1,1.657899E-1,1.694214E-1,1.740393E-1,1.804952E-1,1.883305E-1,1.973704E-1,2.081056E-1,2.199397E-1,2.328298E-1,2.457848E-1,2.597423E-1,2.747691E-1,2.902738E-1,3.053718E-1,3.201229E-1,3.366646E-1,3.517729E-1,3.674182E-1,3.839247E-1,4.009757E-1,4.178574E-1,4.339264E-1,4.506420E-1,4.679178E-1,4.846925E-1,4.999082E-1,5.145834E-1,5.294842E-1,5.449962E-1,5.596179E-1,5.736830E-1,5.875748E-1
"""TR651_T35_P20_dmax-2 M1""","""""","""""",63.16,7.47,21.83,1.648685E-1,1.666700E-1,1.664542E-1,1.648111E-1,1.657899E-1,1.694214E-1,1.740393E-1,1.804952E-1,1.883305E-1,1.973704E-1,2.081056E-1,2.199397E-1,2.328298E-1,2.457848E-1,2.597423E-1,2.747691E-1,2.902738E-1,3.053718E-1,3.201229E-1,3.366646E-1,3.517729E-1,3.674182E-1,3.839247E-1,4.009757E-1,4.178574E-1,4.339264E-1,4.506420E-1,4.679178E-1,4.846925E-1,4.999082E-1,5.145834E-1,5.294842E-1,5.449962E-1,5.596179E-1,5.736830E-1,5.875748E-1
"""TR651_T35_P20_dmax-2 M2""","""""","""""",63.16,7.45,21.87,0.000000E+0,0.000000E+0,1.664542E-1,1.648111E-1,1.657899E-1,1.694214E-1,1.740393E-1,1.804952E-1,1.883305E-1,1.973704E-1,2.081056E-1,2.199397E-1,2.328298E-1,2.457848E-1,2.597423E-1,2.747691E-1,2.902738E-1,3.053718E-1,3.201229E-1,3.366646E-1,3.517729E-1,3.674182E-1,3.839247E-1,4.009757E-1,4.178574E-1,4.339264E-1,4.506420E-1,4.679178E-1,4.846925E-1,4.999082E-1,5.145834E-1,5.294842E-1,5.449962E-1,5.596179E-1,5.736830E-1,5.875748E-1
"""TR651_T35_P20_dmin-0 M0""","""""","""""",84.54,-0.48,17.18,3.118244E-1,3.380722E-1,3.597000E-1,3.785780E-1,3.981541E-1,4.205351E-1,4.417027E-1,4.637066E-1,4.857756E-1,5.079889E-1,5.306227E-1,5.529386E-1,5.735106E-1,5.913597E-1,6.085211E-1,6.252230E-1,6.415275E-1,6.544797E-1,6.642621E-1,6.757898E-1,6.830839E-1,6.907706E-1,6.989421E-1,7.077253E-1,7.159179E-1,7.222911E-1,7.294514E-1,7.372235E-1,7.445144E-1,7.499776E-1,7.544433E-1,7.604800E-1,7.680374E-1,7.746665E-1,7.810082E-1,7.883397E-1
"""TR651_T35_P20_dmin-0 M1""","""""","""""",84.55,-0.50,17.17,3.118244E-1,3.380722E-1,3.597000E-1,3.791958E-1,3.986274E-1,4.208629E-1,4.418690E-1,4.638233E-1,4.859560E-1,5.082284E-1,5.308697E-1,5.532361E-1,5.738206E-1,5.916511E-1,6.088295E-1,6.255363E-1,6.418350E-1,6.546197E-1,6.642621E-1,6.757898E-1,6.830839E-1,6.907706E-1,6.989421E-1,7.077253E-1,7.159179E-1,7.222911E-1,7.294514E-1,7.372235E-1,7.445144E-1,7.499776E-1,7.544433E-1,7.604800E-1,7.680374E-1,7.746665E-1,7.810082E-1,7.883397E-1
"""TR651_T35_P20_dmin-0 M2""","""""","""""",84.54,-0.50,17.27,0.000000E+0,0.000000E+0,3.597000E-1,3.764576E-1,3.971015E-1,4.199563E-1,4.411653E-1,4.631988E-1,4.852138E-1,5.074877E-1,5.301594E-1,5.524960E-1,5.730917E-1,5.910522E-1,6.082968E-1,6.249879E-1,6.412855E-1,6.543455E-1,6.642621E-1,6.757898E-1,6.830839E-1,6.907706E-1,6.989421E-1,7.077253E-1,7.159179E-1,7.222911E-1,7.294514E-1,7.372235E-1,7.445144E-1,7.499776E-1,7.544433E-1,7.604800E-1,7.680374E-1,7.746665E-1,7.810082E-1,7.883397E-1
"""TR651_T35_P20_dmin-1 M0""","""""","""""",86.43,-0.60,15.47,3.539487E-1,3.817436E-1,4.048393E-1,4.251327E-1,4.459536E-1,4.683661E-1,4.895141E-1,5.112130E-1,5.333279E-1,5.547172E-1,5.759397E-1,5.971261E-1,6.167303E-1,6.332497E-1,6.490437E-1,6.646340E-1,6.797521E-1,6.914573E-1,7.005061E-1,7.117931E-1,7.184162E-1,7.252575E-1,7.327245E-1,7.407317E-1,7.482360E-1,7.538735E-1,7.602744E-1,7.674318E-1,7.744145E-1,7.793993E-1,7.831717E-1,7.884212E-1,7.951517E-1,8.010789E-1,8.068287E-1,8.133070E-1
"""TR651_T35_P20_dmin-1 M1""","""""","""""",86.43,-0.62,15.47,3.539487E-1,3.817436E-1,4.048393E-1,4.238985E-1,4.454411E-1,4.684289E-1,4.896344E-1,5.113184E-1,5.334876E-1,5.549203E-1,5.761857E-1,5.974110E-1,6.170225E-1,6.335518E-1,6.492975E-1,6.649210E-1,6.800791E-1,6.915480E-1,7.005061E-1,7.117931E-1,7.184162E-1,7.252575E-1,7.327245E-1,7.407317E-1,7.482360E-1,7.538735E-1,7.602744E-1,7.674318E-1,7.744145E-1,7.793993E-1,7.831717E-1,7.884212E-1,7.951517E-1,8.010789E-1,8.068287E-1,8.133070E-1
"""TR651_T35_P20_dmin-1 M2""","""""","""""",86.42,-0.61,15.53,0.000000E+0,0.000000E+0,4.048393E-1,4.293684E-1,4.470932E-1,4.682553E-1,4.891254E-1,5.107545E-1,5.328307E-1,5.542922E-1,5.754782E-1,5.967022E-1,6.163354E-1,6.329308E-1,6.488591E-1,6.644185E-1,6.794947E-1,6.913703E-1,7.005061E-1,7.117931E-1,7.184162E-1,7.252575E-1,7.327245E-1,7.407317E-1,7.482360E-1,7.538735E-1,7.602744E-1,7.674318E-1,7.744145E-1,7.793993E-1,7.831717E-1,7.884212E-1,7.951517E-1,8.010789E-1,8.068287E-1,8.133070E-1
"""TR651_T35_P20_dmin-2 M0""","""""","""""",81.83,-0.25,19.05,2.675882E-1,2.875900E-1,3.065247E-1,3.250889E-1,3.434378E-1,3.640467E-1,3.846134E-1,4.055234E-1,4.273775E-1,4.498360E-1,4.727626E-1,4.954638E-1,5.172791E-1,5.363377E-1,5.545979E-1,5.721477E-1,5.889807E-1,6.027221E-1,6.136733E-1,6.256621E-1,6.338730E-1,6.420501E-1,6.508990E-1,6.602224E-1,6.691086E-1,6.763901E-1,6.841888E-1,6.925985E-1,7.009938E-1,7.074297E-1,7.128214E-1,7.194254E-1,7.277266E-1,7.350729E-1,7.424638E-1,7.504890E-1
"""TR651_T35_P20_dmin-2 M1""","""""","""""",81.84,-0.26,19.04,2.675882E-1,2.875900E-1,3.065247E-1,3.249159E-1,3.434522E-1,3.642503E-1,3.847364E-1,4.056266E-1,4.275028E-1,4.499885E-1,4.729095E-1,4.956623E-1,5.175111E-1,5.365400E-1,5.547937E-1,5.724066E-1,5.892386E-1,6.027954E-1,6.136733E-1,6.256621E-1,6.338730E-1,6.420501E-1,6.508990E-1,6.602224E-1,6.691086E-1,6.763901E-1,6.841888E-1,6.925985E-1,7.009938E-1,7.074297E-1,7.128214E-1,7.194254E-1,7.277266E-1,7.350729E-1,7.424638E-1,7.504890E-1
"""TR651_T35_P20_dmin-2 M2""","""""","""""",81.83,-0.26,19.12,0.000000E+0,0.000000E+0,3.065247E-1,3.256825E-1,3.434059E-1,3.636873E-1,3.842161E-1,4.050746E-1,4.269872E-1,4.495165E-1,4.724872E-1,4.951683E-1,5.169656E-1,5.361241E-1,5.544555E-1,5.719533E-1,5.887775E-1,6.026520E-1,6.136733E-1,6.256621E-1,6.338730E-1,6.420501E-1,6.508990E-1,6.602224E-1,6.691086E-1,6.763901E-1,6.841888E-1,6.925985E-1,7.009938E-1,7.074297E-1,7.128214E-1,7.194254E-1,7.277266E-1,7.350729E-1,7.424638E-1,7.504890E-1
"""TR651_T35_P21_dmax-0 M0""","""""","""""",80.61,-0.21,20.03,2.451364E-1,2.654836E-1,2.840914E-1,3.016139E-1,3.192878E-1,3.396103E-1,3.589958E-1,3.796017E-1,4.015129E-1,4.240116E-1,4.467706E-1,4.700060E-1,4.923979E-1,5.123631E-1,5.315828E-1,5.495510E-1,5.666050E-1,5.806276E-1,5.916432E-1,6.040462E-1,6.124872E-1,6.210351E-1,6.299151E-1,6.393397E-1,6.480501E-1,6.554350E-1,6.636067E-1,6.721278E-1,6.806675E-1,6.872441E-1,6.929093E-1,6.996937E-1,7.080535E-1,7.156664E-1,7.229739E-1,7.309037E-1
"""TR651_T35_P21_dmax-0 M1""","""""","""""",80.61,-0.22,20.02,2.451364E-1,2.654836E-1,2.840914E-1,3.017244E-1,3.193491E-1,3.397572E-1,3.590950E-1,3.796357E-1,4.015839E-1,4.241301E-1,4.468932E-1,4.701340E-1,4.925253E-1,5.124981E-1,5.317658E-1,5.496923E-1,5.667372E-1,5.806761E-1,5.916432E-1,6.040462E-1,6.124872E-1,6.210351E-1,6.299151E-1,6.393397E-1,6.480501E-1,6.554350E-1,6.636067E-1,6.721278E-1,6.806675E-1,6.872441E-1,6.929093E-1,6.996937E-1,7.080535E-1,7.156664E-1,7.229739E-1,7.309037E-1
"""TR651_T35_P21_dmax-0 M2""","""""","""""",80.61,-0.22,20.09,0.000000E+0,0.000000E+0,2.840914E-1,3.012348E-1,3.191516E-1,3.393509E-1,3.586753E-1,3.794539E-1,4.012918E-1,4.237636E-1,4.465407E-1,4.698156E-1,4.922257E-1,5.122205E-1,5.314497E-1,5.494449E-1,5.665008E-1,5.805811E-1,5.916432E-1,6.040462E-1,6.124872E-1,6.210351E-1,6.299151E-1,6.393397E-1,6.480501E-1,6.554350E-1,6.636067E-1,6.721278E-1,6.806675E-1,6.872441E-1,6.929093E-1,6.996937E-1,7.080535E-1,7.156664E-1,7.229739E-1,7.309037E-1
