SAMPLE_ID1,SAMPLE_ID2,SAMPLE_ID3,LAB_L,LAB_A,LAB_B,nm380,nm390,nm400,nm410,nm420,nm430,nm440,nm450,nm460,nm470,nm480,nm490,nm500,nm510,nm520,nm530,nm540,nm550,nm560,nm570,nm580,nm590,nm600,nm610,nm620,nm630,nm640,nm650,nm660,nm670,nm680,nm690,nm700,nm710,nm720,nm730
"""TR651_T35_P6_dmax-0 M2""","""""","""""",44.30,7.20,8.26,0.000000E+0,0.000000E+0,1.148563E-1,1.107555E-1,1.091505E-1,1.084858E-1,1.081919E-1,1.081390E-1,1.085878E-1,1.097742E-1,1.114570E-1,1.135014E-1,1.156355E-1,1.176128E-1,1.202149E-1,1.235891E-1,1.278365E-1,1.322883E-1,1.369559E-1,1.427204E-1,1.484816E-1,1.552444E-1,1.629295E-1,1.718202E-1,1.811001E-1,1.906745E-1,2.014874E-1,2.130560E-1,2.254506E-1,2.379380E-1,2.511243E-1,2.651134E-1,2.797323E-1,2.939804E-1,3.084951E-1,3.227657E-1
"""TR651_T35_P6_dmax-1 M0""","""""","""""",44.99,7.64,9.11,1.139535E-1,1.151323E-1,1.132886E-1,1.106739E-1,1.089723E-1,1.087706E-1,1.087563E-1,1.090406E-1,1.100133E-1,1.114973E-1,1.131206E-1,1.154472E-1,1.177453E-1,1.204502E-1,1.235947E-1,1.270391E-1,1.314991E-1,1.362711E-1,1.414783E-1,1.478635E-1,1.542751E-1,1.619298E-1,1.703276E-1,1.798849E-1,1.900242E-1,2.004985E-1,2.123246E-1,2.248306E-1,2.379092E-1,2.515146E-1,2.653946E-1,2.798209E-1,2.951284E-1,3.103640E-1,3.249708E-1,3.401365E-1
"""TR651_T35_P6_dmax-1 M1""","""""","""""",45.00,7.64,9.10,1.139535E-1,1.151323E-1,1.132886E-1,1.106850E-1,1.090123E-1,1.088373E-1,1.088018E-1,1.090587E-1,1.100414E-1,1.115296E-1,1.131621E-1,1.154852E-1,1.177575E-1,1.204781E-1,1.236213E-1,1.271107E-1,1.314994E-1,1.362630E-1,1.414783E-1,1.478635E-1,1.542751E-1,1.619298E-1,1.703276E-1,1.798849E-1,1.900242E-1,2.004985E-1,2.123246E-1,2.248306E-1,2.379092E-1,2.515146E-1,2.653946E-1,2.798209E-1,2.951284E-1,3.103640E-1,3.249708E-1,3.401365E-1
"""TR651_T35_P6_dmax-1 M2""","""""","""""",44.99,7.62,9.17,0.000000E+0,0.000000E+0,1.132886E-1,1.106360E-1,1.088831E-1,1.086529E-1,1.086095E-1,1.089621E-1,1.099259E-1,1.114297E-1,1.130428E-1,1.153907E-1,1.177288E-1,1.204207E-1,1.235754E-1,1.269854E-1,1.314989E-1,1.362788E-1,1.414783E-1,1.478635E-1,1.542751E-1,1.619298E-1,1.703276E-1,1.798849E-1,1.900242E-1,2.004985E-1,2.123246E-1,2.248306E-1,2.379092E-1,2.515146E-1,2.653946E-1,2.798209E-1,2.951284E-1,3.103640E-1,3.249708E-1,3.401365E-1
"""TR651_T35_P6_dmax-2 M0""","""""","""""",46.37,7.52,8.48,1.271540E-1,1.277749E-1,1.263881E-1,1.229212E-1,1.202786E-1,1.201618E-1,1.197562E-1,1.196403E-1,1.205412E-1,1.218063E-1,1.236028E-1,1.257367E-1,1.280785E-1,1.300636E-1,1.328431E-1,1.366550E-1,1.415133E-1,1.463453E-1,1.515611E-1,1.580279E-1,1.643632E-1,1.717108E-1,1.803845E-1,1.903720E-1,2.008853E-1,2.115659E-1,2.231660E-1,2.361074E-1,2.497194E-1,2.632495E-1,2.775290E-1,2.928338E-1,3.088316E-1,3.242804E-1,3.397497E-1,3.551944E-1
"""TR651_T35_P6_dmax-2 M1""","""""","""""",46.37,7.52,8.47,1.271540E-1,1.277749E-1,1.263881E-1,1.230853E-1,1.203717E-1,1.202664E-1,1.197742E-1,1.196539E-1,1.205592E-1,1.218700E-1,1.236379E-1,1.257692E-1,1.280614E-1,1.301078E-1,1.329056E-1,1.366777E-1,1.415215E-1,1.463621E-1,1.515611E-1,1.580279E-1,1.643632E-1,1.717108E-1,1.803845E-1,1.903720E-1,2.008853E-1,2.115659E-1,2.231660E-1,2.361074E-1,2.497194E-1,2.632495E-1,2.775290E-1,2.928338E-1,3.088316E-1,3.242804E-1,3.397497E-1,3.551944E-1
"""TR651_T35_P6_dmax-2 M2""","""""","""""",46.37,7.49,8.54,0.000000E+0,0.000000E+0,1.263881E-1,1.223580E-1,1.200716E-1,1.199771E-1,1.196980E-1,1.195811E-1,1.204853E-1,1.216728E-1,1.235370E-1,1.256884E-1,1.281016E-1,1.300171E-1,1.327977E-1,1.366379E-1,1.415068E-1,1.463292E-1,1.515611E-1,1.580279E-1,1.643632E-1,1.717108E-1,1.803845E-1,1.903720E-1,2.008853E-1,2.115659E-1,2.231660E-1,2.361074E-1,2.497194E-1,2.632495E-1,2.775290E-1,2.928338E-1,3.088316E-1,3.242804E-1,3.397497E-1,3.551944E-1
"""TR651_T35_P6_dmin-0 M0""","""""","""""",87.56,-0.38,13.06,3.863780E-1,4.194007E-1,4.444951E-1,4.672502E-1,4.896295E-1,5.138113E-1,5.355778E-1,5.571151E-1,5.785005E-1,5.982217E-1,6.170274E-1,6.348181E-1,6.504548E-1,6.630771E-1,6.753132E-1,6.881108E-1,7.020286E-1,7.137169E-1,7.226068E-1,7.325791E-1,7.375211E-1,7.430747E-1,7.503885E-1,7.588519E-1,7.664905E-1,7.716352E-1,7.772464E-1,7.841242E-1,7.925221E-1,8.011202E-1,8.106976E-1,8.213413E-1,8.321729E-1,8.400908E-1,8.467434E-1,8.538122E-1
"""TR651_T35_P6_dmin-0 M1""","""""","""""",87.57,-0.41,13.05,3.863780E-1,4.194007E-1,4.444951E-1,4.674351E-1,4.900653E-1,5.143688E-1,5.358992E-1,5.573472E-1,5.788165E-1,5.986783E-1,6.174992E-1,6.353676E-1,6.510304E-1,6.635876E-1,6.757991E-1,6.886607E-1,7.025912E-1,7.139449E-1,7.226068E-1,7.325791E-1,7.375211E-1,7.430747E-1,7.503885E-1,7.588519E-1,7.664905E-1,7.716352E-1,7.772464E-1,7.841242E-1,7.925221E-1,8.011202E-1,8.106976E-1,8.213413E-1,8.321729E-1,8.400908E-1,8.467434E-1,8.538122E-1
"""TR651_T35_P6_dmin-0 M2""","""""","""""",87.55,-0.41,13.19,0.000000E+0,0.000000E+0,4.444951E-1,4.666158E-1,4.886605E-1,5.128271E-1,5.345392E-1,5.561060E-1,5.775168E-1,5.972660E-1,6.161423E-1,6.340004E-1,6.496765E-1,6.625382E-1,6.749598E-1,6.876981E-1,7.015858E-1,7.134984E-1,7.226068E-1,7.325791E-1,7.375211E-1,7.430747E-1,7.503885E-1,7.588519E-1,7.664905E-1,7.716352E-1,7.772464E-1,7.841242E-1,7.925221E-1,8.011202E-1,8.106976E-1,8.213413E-1,8.321729E-1,8.400908E-1,8.467434E-1,8.538122E-1
"""TR651_T35_P6_dmin-1 M0""","""""","""""",87.56,-0.33,13.15,3.850768E-1,4.171553E-1,4.438180E-1,4.669797E-1,4.886762E-1,5.129220E-1,5.350033E-1,5.561978E-1,5.771944E-1,5.971512E-1,6.160250E-1,6.338088E-1,6.496035E-1,6.622957E-1,6.746188E-1,6.875051E-1,7.017704E-1,7.137117E-1,7.223564E-1,7.327429E-1,7.378331E-1,7.435558E-1,7.508993E-1,7.594862E-1,7.672669E-1,7.726333E-1,7.784225E-1,7.854459E-1,7.936478E-1,8.018590E-1,8.105068E-1,8.204134E-1,8.308356E-1,8.386067E-1,8.450126E-1,8.522798E-1
"""TR651_T35_P6_dmin-1 M1""","""""","""""",87.57,-0.36,13.13,3.850768E-1,4.171553E-1,4.438180E-1,4.670983E-1,4.889602E-1,5.134095E-1,5.353245E-1,5.564409E-1,5.775362E-1,5.976074E-1,6.164821E-1,6.343492E-1,6.501040E-1,6.627818E-1,6.751454E-1,6.880510E-1,7.023419E-1,7.139404E-1,7.223564E-1,7.327429E-1,7.378331E-1,7.435558E-1,7.508993E-1,7.594862E-1,7.672669E-1,7.726333E-1,7.784225E-1,7.854459E-1,7.936478E-1,8.018590E-1,8.105068E-1,8.204134E-1,8.308356E-1,8.386067E-1,8.450126E-1,8.522798E-1
"""TR651_T35_P6_dmin-1 M2""","""""","""""",87.55,-0.35,13.27,0.000000E+0,0.000000E+0,4.438180E-1,4.665725E-1,4.880447E-1,5.120612E-1,5.339656E-1,5.551404E-1,5.761306E-1,5.961961E-1,6.151675E-1,6.330045E-1,6.489267E-1,6.617826E-1,6.742358E-1,6.870955E-1,7.013204E-1,7.134925E-1,7.223564E-1,7.327429E-1,7.378331E-1,7.435558E-1,7.508993E-1,7.594862E-1,7.672669E-1,7.726333E-1,7.784225E-1,7.854459E-1,7.936478E-1,8.018590E-1,8.105068E-1,8.204134E-1,8.308356E-1,8.386067E-1,8.450126E-1,8.522798E-1
"""TR651_T35_P6_dmin-2 M0""","""""","""""",87.64,-0.37,12.91,3.893323E-1,4.215097E-1,4.489315E-1,4.714423E-1,4.932550E-1,5.173275E-1,5.390574E-1,5.599471E-1,5.811704E-1,6.005545E-1,6.194772E-1,6.370826E-1,6.526104E-1,6.650385E-1,6.770731E-1,6.895677E-1,7.036325E-1,7.153073E-1,7.240020E-1,7.339577E-1,7.388528E-1,7.442093E-1,7.515095E-1,7.598932E-1,7.676063E-1,7.728689E-1,7.785158E-1,7.855119E-1,7.936056E-1,8.023333E-1,8.111674E-1,8.213114E-1,8.319808E-1,8.399302E-1,8.464085E-1,8.538027E-1
"""TR651_T35_P6_dmin-2 M1""","""""","""""",87.65,-0.39,12.89,3.893323E-1,4.215097E-1,4.489315E-1,4.715116E-1,4.935950E-1,5.178259E-1,5.393729E-1,5.601940E-1,5.814864E-1,6.009712E-1,6.199219E-1,6.375993E-1,6.531320E-1,6.655539E-1,6.775439E-1,6.901065E-1,7.041624E-1,7.155366E-1,7.240020E-1,7.339577E-1,7.388528E-1,7.442093E-1,7.515095E-1,7.598932E-1,7.676063E-1,7.728689E-1,7.785158E-1,7.855119E-1,7.936056E-1,8.023333E-1,8.111674E-1,8.213114E-1,8.319808E-1,8.399302E-1,8.464085E-1,8.538027E-1
"""TR651_T35_P6_dmin-2 M2""","""""","""""",87.63,-0.39,13.03,0.000000E+0,0.000000E+0,4.489315E-1,4.712043E-1,4.924991E-1,5.164475E-1,5.380378E-1,5.588737E-1,5.801865E-1,5.996822E-1,6.186429E-1,6.363134E-1,6.519051E-1,6.644944E-1,6.767307E-1,6.891634E-1,7.032152E-1,7.150875E-1,7.240020E-1,7.339577E-1,7.388528E-1,7.442093E-1,7.515095E-1,7.598932E-1,7.676063E-1,7.728689E-1,7.785158E-1,7.855119E-1,7.936056E-1,8.023333E-1,8.111674E-1,8.213114E-1,8.319808E-1,8.399302E-1,8.464085E-1,8.538027E-1
"""TR651_T35_P7_dmax-0 M0""","""""","""""",51.46,9.21,10.27,1.508322E-1,1.537583E-1,1.524836E-1,1.489318E-1,1.472556E-1,1.472978E-1,1.468390E-1,1.467625E-1,1.478989E-1,1.495067E-1,1.519489E-1,1.546402E-1,1.576339E-1,1.603747E-1,1.641890E-1,1.696448E-1,1.763784E-1,1.833593E-1,1.910265E-1,2.004484E-1,2.099507E-1,2.208861E-1,2.333073E-1,2.472631E-1,2.618452E-1,2.767396E-1,2.925319E-1,3.093815E-1,3.267086E-1,3.431522E-1,3.597538E-1,3.768072E-1,3.944418E-1,4.114494E-1,4.282156E-1,4.448909E-1
"""TR651_T35_P7_dmax-0 M1""","""""","""""",51.47,9.20,10.26,1.508322E-1,1.537583E-1,1.524836E-1,1.492237E-1,1.473808E-1,1.473188E-1,1.468534E-1,1.467676E-1,1.479151E-1,1.495484E-1,1.519807E-1,1.546597E-1,1.576755E-1,1.604399E-1,1.642669E-1,1.696963E-1,1.763992E-1,1.833358E-1,1.910265E-1,2.004484E-1,2.099507E-1,2.208861E-1,2.333073E-1,2.472631E-1,2.618452E-1,2.767396E-1,2.925319E-1,3.093815E-1,3.267086E-1,3.431522E-1,3.597538E-1,3.768072E-1,3.944418E-1,4.114494E-1,4.282156E-1,4.448909E-1
"""TR651_T35_P7_dmax-0 M2""","""""","""""",51.46,9.19,10.33,0.000000E+0,0.000000E+0,1.524836E-1,1.479298E-1,1.469775E-1,1.472607E-1,1.467926E-1,1.467403E-1,1.478484E-1,1.494194E-1,1.518894E-1,1.546111E-1,1.575778E-1,1.603059E-1,1.641323E-1,1.696062E-1,1.763619E-1,1.833818E-1,1.910265E-1,2.004484E-1,2.099507E-1,2.208861E-1,2.333073E-1,2.472631E-1,2.618452E-1,2.767396E-1,2.925319E-1,3.093815E-1,3.267086E-1,3.431522E-1,3.597538E-1,3.768072E-1,3.944418E-1,4.114494E-1,4.282156E-1,4.448909E-1
"""TR651_T35_P7_dmax-1 M0""","""""","""""",51.19,9.22,10.22,1.481989E-1,1.518899E-1,1.509775E-1,1.486805E-1,1.460020E-1,1.456030E-1,1.450424E-1,1.451490E-1,1.460260E-1,1.476337E-1,1.497836E-1,1.524498E-1,1.554976E-1,1.583090E-1,1.622050E-1,1.675103E-1,1.741126E-1,1.811521E-1,1.886957E-1,1.980393E-1,2.073852E-1,2.183329E-1,2.307153E-1,2.444858E-1,2.589132E-1,2.735590E-1,2.893719E-1,3.060635E-1,3.234680E-1,3.396831E-1,3.558896E-1,3.727439E-1,3.901975E-1,4.069714E-1,4.236202E-1,4.398910E-1
"""TR651_T35_P7_dmax-1 M1""","""""","""""",51.19,9.22,10.22,1.481989E-1,1.518899E-1,1.509775E-1,1.489820E-1,1.461624E-1,1.456360E-1,1.450757E-1,1.451645E-1,1.460609E-1,1.476685E-1,1.498104E-1,1.524864E-1,1.555623E-1,1.583376E-1,1.622575E-1,1.675687E-1,1.741248E-1,1.811569E-1,1.886957E-1,1.980393E-1,2.073852E-1,2.183329E-1,2.307153E-1,2.444858E-1,2.589132E-1,2.735590E-1,2.893719E-1,3.060635E-1,3.234680E-1,3.396831E-1,3.558896E-1,3.727439E-1,3.901975E-1,4.069714E-1,4.236202E-1,4.398910E-1
"""TR651_T35_P7_dmax-1 M2""","""""","""""",51.19,9.20,10.29,0.000000E+0,0.000000E+0,1.509775E-1,1.476455E-1,1.456454E-1,1.455448E-1,1.449350E-1,1.450814E-1,1.459174E-1,1.475607E-1,1.497332E-1,1.523952E-1,1.554100E-1,1.582787E-1,1.621669E-1,1.674665E-1,1.741030E-1,1.811474E-1,1.886957E-1,1.980393E-1,2.073852E-1,2.183329E-1,2.307153E-1,2.444858E-1,2.589132E-1,2.735590E-1,2.893719E-1,3.060635E-1,3.234680E-1,3.396831E-1,3.558896E-1,3.727439E-1,3.901975E-1,4.069714E-1,4.236202E-1,4.398910E-1
"""TR651_T35_P7_dmax-2 M0""","""""","""""",50.53,9.05,9.81,1.479411E-1,1.490755E-1,1.486505E-1,1.458309E-1,1.427642E-1,1.425812E-1,1.422763E-1,1.423537E-1,1.430235E-1,1.444558E-1,1.464794E-1,1.488658E-1,1.517030E-1,1.545236E-1,1.581009E-1,1.630374E-1,1.692267E-1,1.758452E-1,1.829221E-1,1.919916E-1,2.010567E-1,2.114338E-1,2.231639E-1,2.363590E-1,2.502259E-1,2.645107E-1,2.798285E-1,2.961571E-1,3.130758E-1,3.292070E-1,3.453731E-1,3.619504E-1,3.791454E-1,3.960673E-1,4.124747E-1,4.288661E-1
"""TR651_T35_P7_dmax-2 M1""","""""","""""",50.53,9.04,9.80,1.479411E-1,1.490755E-1,1.486505E-1,1.462338E-1,1.430471E-1,1.427412E-1,1.423282E-1,1.423708E-1,1.430723E-1,1.445040E-1,1.465269E-1,1.489310E-1,1.517655E-1,1.546003E-1,1.581349E-1,1.630252E-1,1.692884E-1,1.758714E-1,1.829221E-1,1.919916E-1,2.010567E-1,2.114338E-1,2.231639E-1,2.363590E-1,2.502259E-1,2.645107E-1,2.798285E-1,2.961571E-1,3.130758E-1,3.292070E-1,3.453731E-1,3.619504E-1,3.791454E-1,3.960673E-1,4.124747E-1,4.288661E-1
"""TR651_T35_P7_dmax-2 M2""","""""","""""",50.52,9.02,9.90,0.000000E+0,0.000000E+0,1.486505E-1,1.444485E-1,1.421354E-1,1.422986E-1,1.421085E-1,1.422792E-1,1.428716E-1,1.443549E-1,1.463904E-1,1.487687E-1,1.516186E-1,1.544427E-1,1.580761E-1,1.630466E-1,1.691782E-1,1.758202E-1,1.829221E-1,1.919916E-1,2.010567E-1,2.114338E-1,2.231639E-1,2.363590E-1,2.502259E-1,2.645107E-1,2.798285E-1,2.961571E-1,3.130758E-1,3.292070E-1,3.453731E-1,3.619504E-1,3.791454E-1,3.960673E-1,4.124747E-1,4.288661E-1
"""TR651_T35_P7_dmin-0 M0""","""""","""""",89.41,0.05,12.03,4.351516E-1,4.736626E-1,4.992146E-1,5.198529E-1,5.401962E-1,5.630102E-1,5.833150E-1,6.021691E-1,6.211374E-1,6.393187E-1,6.569459E-1,6.737588E-1,6.887124E-1,7.009946E-1,7.130309E-1,7.258193E-1,7.397034E-1,7.508752E-1,7.594087E-1,7.703800E-1,7.770458E-1,7.842659E-1,7.918298E-1,7.998708E-1,8.074189E-1,8.129879E-1,8.192363E-1,8.258817E-1,8.322233E-1,8.365797E-1,8.395590E-1,8.436745E-1,8.498840E-1,8.544934E-1,8.589796E-1,8.654714E-1
"""TR651_T35_P7_dmin-0 M1""","""""","""""",89.42,0.02,12.01,4.351516E-1,4.736626E-1,4.992146E-1,5.205793E-1,5.408579E-1,5.636413E-1,5.836812E-1,6.024387E-1,6.215109E-1,6.398318E-1,6.574512E-1,6.743813E-1,6.893201E-1,7.015873E-1,7.136084E-1,7.265126E-1,7.404591E-1,7.511553E-1,7.594087E-1,7.703800E-1,7.770458E-1,7.842659E-1,7.918298E-1,7.998708E-1,8.074189E-1,8.129879E-1,8.192363E-1,8.258817E-1,8.322233E-1,8.365797E-1,8.395590E-1,8.436745E-1,8.498840E-1,8.544934E-1,8.589796E-1,8.654714E-1
"""TR651_T35_P7_dmin-0 M2""","""""","""""",89.40,0.02,12.17,0.000000E+0,0.000000E+0,4.992146E-1,5.173600E-1,5.387251E-1,5.618958E-1,5.821313E-1,6.009966E-1,6.199747E-1,6.382446E-1,6.559980E-1,6.728325E-1,6.878906E-1,7.003688E-1,7.126110E-1,7.252991E-1,7.391084E-1,7.506070E-1,7.594087E-1,7.703800E-1,7.770458E-1,7.842659E-1,7.918298E-1,7.998708E-1,8.074189E-1,8.129879E-1,8.192363E-1,8.258817E-1,8.322233E-1,8.365797E-1,8.395590E-1,8.436745E-1,8.498840E-1,8.544934E-1,8.589796E-1,8.654714E-1
"""TR651_T35_P7_dmin-1 M0""","""""","""""",89.63,-0.06,11.56,4.457453E-1,4.809370E-1,5.079106E-1,5.293577E-1,5.502236E-1,5.728269E-1,5.926620E-1,6.117646E-1,6.307982E-1,6.483016E-1,6.655710E-1,6.820716E-1,6.964499E-1,7.080299E-1,7.195816E-1,7.318522E-1,7.451943E-1,7.558245E-1,7.638264E-1,7.743888E-1,7.805623E-1,7.870703E-1,7.943272E-1,8.021312E-1,8.093373E-1,8.144673E-1,8.204080E-1,8.269229E-1,8.329405E-1,8.370544E-1,8.397257E-1,8.437743E-1,8.497006E-1,8.544852E-1,8.592307E-1,8.650151E-1
"""TR651_T35_P7_dmin-1 M1""","""""","""""",89.64,-0.09,11.54,4.457453E-1,4.809370E-1,5.079106E-1,5.298263E-1,5.507873E-1,5.734701E-1,5.930507E-1,6.120422E-1,6.311687E-1,6.487930E-1,6.661084E-1,6.827008E-1,6.970456E-1,7.086165E-1,7.201484E-1,7.325950E-1,7.459395E-1,7.560900E-1,7.638264E-1,7.743888E-1,7.805623E-1,7.870703E-1,7.943272E-1,8.021312E-1,8.093373E-1,8.144673E-1,8.204080E-1,8.269229E-1,8.329405E-1,8.370544E-1,8.397257E-1,8.437743E-1,8.497006E-1,8.544852E-1,8.592307E-1,8.650151E-1
"""TR651_T35_P7_dmin-1 M2""","""""","""""",89.62,-0.08,11.70,0.000000E+0,0.000000E+0,5.079106E-1,5.277494E-1,5.489703E-1,5.716913E-1,5.914059E-1,6.105573E-1,6.296445E-1,6.472730E-1,6.645629E-1,6.811351E-1,6.956444E-1,7.074106E-1,7.191694E-1,7.312946E-1,7.446076E-1,7.555701E-1,7.638264E-1,7.743888E-1,7.805623E-1,7.870703E-1,7.943272E-1,8.021312E-1,8.093373E-1,8.144673E-1,8.204080E-1,8.269229E-1,8.329405E-1,8.370544E-1,8.397257E-1,8.437743E-1,8.497006E-1,8.544852E-1,8.592307E-1,8.650151E-1
"""TR651_T35_P7_dmin-2 M0""","""""","""""",89.75,-0.09,11.44,4.462960E-1,4.825982E-1,5.100473E-1,5.314158E-1,5.524824E-1,5.760910E-1,5.963643E-1,6.155861E-1,6.343869E-1,6.519156E-1,6.690876E-1,6.854330E-1,6.996345E-1,7.112126E-1,7.226394E-1,7.346159E-1,7.477793E-1,7.583205E-1,7.661242E-1,7.765353E-1,7.826508E-1,7.891141E-1,7.963063E-1,8.040797E-1,8.111532E-1,8.164390E-1,8.223224E-1,8.285502E-1,8.346521E-1,8.385674E-1,8.410096E-1,8.451717E-1,8.513114E-1,8.560083E-1,8.603821E-1,8.664292E-1
"""TR651_T35_P7_dmin-2 M1""","""""","""""",89.76,-0.12,11.43,4.462960E-1,4.825982E-1,5.100473E-1,5.318553E-1,5.530415E-1,5.766998E-1,5.967621E-1,6.158518E-1,6.347393E-1,6.524234E-1,6.695881E-1,6.860572E-1,7.002550E-1,7.118098E-1,7.232729E-1,7.353004E-1,7.484901E-1,7.586185E-1,7.661242E-1,7.765353E-1,7.826508E-1,7.891141E-1,7.963063E-1,8.040797E-1,8.111532E-1,8.164390E-1,8.223224E-1,8.285502E-1,8.346521E-1,8.385674E-1,8.410096E-1,8.451717E-1,8.513114E-1,8.560083E-1,8.603821E-1,8.664292E-1
"""TR651_T35_P7_dmin-2 M2""","""""","""""",89.73,-0.11,11.57,0.000000E+0,0.000000E+0,5.100473E-1,5.299073E-1,5.512393E-1,5.750160E-1,5.950785E-1,6.144308E-1,6.332898E-1,6.508527E-1,6.681487E-1,6.845040E-1,6.987956E-1,7.105823E-1,7.221788E-1,7.341022E-1,7.472196E-1,7.580348E-1,7.661242E-1,7.765353E-1,7.826508E-1,7.891141E-1,7.963063E-1,8.040797E-1,8.111532E-1,8.164390E-1,8.223224E-1,8.285502E-1,8.346521E-1,8.385674E-1,8.410096E-1,8.451717E-1,8.513114E-1,8.560083E-1,8.603821E-1,8.664292E-1
"""TR651_T35_P8_dmax-0 M0""","""""","""""",38.52,6.71,9.33,8.456992E-2,8.271927E-2,8.083391E-2,7.775860E-2,7.511108E-2,7.427402E-2,7.369926E-2,7.410280E-2,7.500933E-2,7.641087E-2,7.821215E-2,8.021713E-2,8.241145E-2,8.454867E-2,8.720019E-2,9.039656E-2,9.401332E-2,9.769478E-2,1.016461E-1,1.064680E-1,1.110988E-1,1.165470E-1,1.225057E-1,1.293460E-1,1.363966E-1,1.436741E-1,1.519013E-1,1.605947E-1,1.697279E-1,1.786798E-1,1.879787E-1,1.977395E-1,2.077051E-1,2.176624E-1,2.276682E-1,2.375493E-1
"""TR651_T35_P8_dmax-0 M1""","""""","""""",38.52,6.71,9.32,8.456992E-2,8.271927E-2,8.083391E-2,7.794625E-2,7.524053E-2,7.429628E-2,7.375199E-2,7.412402E-2,7.503335E-2,7.641719E-2,7.823480E-2,8.023845E-2,8.245520E-2,8.460490E-2,8.721749E-2,9.035269E-2,9.399585E-2,9.770293E-2,1.016461E-1,1.064680E-1,1.110988E-1,1.165470E-1,1.225057E-1,1.293460E-1,1.363966E-1,1.436741E-1,1.519013E-1,1.605947E-1,1.697279E-1,1.786798E-1,1.879787E-1,1.977395E-1,2.077051E-1,2.176624E-1,2.276682E-1,2.375493E-1
"""TR651_T35_P8_dmax-0 M2""","""""","""""",38.52,6.68,9.40,0.000000E+0,0.000000E+0,8.083391E-2,7.711459E-2,7.482327E-2,7.423471E-2,7.352884E-2,7.401054E-2,7.493453E-2,7.639764E-2,7.816966E-2,8.018540E-2,8.235230E-2,8.448930E-2,8.718760E-2,9.042948E-2,9.402707E-2,9.768696E-2,1.016461E-1,1.064680E-1,1.110988E-1,1.165470E-1,1.225057E-1,1.293460E-1,1.363966E-1,1.436741E-1,1.519013E-1,1.605947E-1,1.697279E-1,1.786798E-1,1.879787E-1,1.977395E-1,2.077051E-1,2.176624E-1,2.276682E-1,2.375493E-1
"""TR651_T35_P8_dmax-1 M0""","""""","""""",39.00,6.53,9.00,8.685146E-2,8.503740E-2,8.291536E-2,7.982751E-2,7.777099E-2,7.747222E-2,7.678363E-2,7.728186E-2,7.836996E-2,7.967390E-2,8.139810E-2,8.348425E-2,8.571598E-2,8.766410E-2,9.018206E-2,9.327054E-2,9.682126E-2,1.005517E-1,1.043725E-1,1.091209E-1,1.137852E-1,1.190779E-1,1.250778E-1,1.317653E-1,1.388612E-1,1.461601E-1,1.542508E-1,1.629165E-1,1.722535E-1,1.811209E-1,1.902489E-1,2.000293E-1,2.101305E-1,2.200873E-1,2.302728E-1,2.400100E-1
"""TR651_T35_P8_dmax-1 M1""","""""","""""",39.01,6.53,9.00,8.685146E-2,8.503740E-2,8.291536E-2,8.013818E-2,7.791606E-2,7.746734E-2,7.679210E-2,7.728828E-2,7.837079E-2,7.970055E-2,8.139673E-2,8.350984E-2,8.574571E-2,8.766731E-2,9.019548E-2,9.331998E-2,9.684552E-2,1.005256E-1,1.043725E-1,1.091209E-1,1.137852E-1,1.190779E-1,1.250778E-1,1.317653E-1,1.388612E-1,1.461601E-1,1.542508E-1,1.629165E-1,1.722535E-1,1.811209E-1,1.902489E-1,2.000293E-1,2.101305E-1,2.200873E-1,2.302728E-1,2.400100E-1
"""TR651_T35_P8_dmax-1 M2""","""""","""""",39.00,6.51,9.06,0.000000E+0,0.000000E+0,8.291536E-2,7.876129E-2,7.744845E-2,7.748082E-2,7.675625E-2,7.725398E-2,7.836735E-2,7.961813E-2,8.140068E-2,8.344616E-2,8.567579E-2,8.766072E-2,9.017230E-2,9.323342E-2,9.680218E-2,1.005767E-1,1.043725E-1,1.091209E-1,1.137852E-1,1.190779E-1,1.250778E-1,1.317653E-1,1.388612E-1,1.461601E-1,1.542508E-1,1.629165E-1,1.722535E-1,1.811209E-1,1.902489E-1,2.000293E-1,2.101305E-1,2.200873E-1,2.302728E-1,2.400100E-1
"""TR651_T35_P8_dmax-2 M0""","""""","""""",38.86,6.40,8.82,8.629205E-2,8.653298E-2,8.434399E-2,8.072606E-2,7.805948E-2,7.720815E-2,7.669921E-2,7.711538E-2,7.797750E-2,7.937413E-2,8.113987E-2,8.327112E-2,8.534460E-2,8.734606E-2,8.967714E-2,9.275640E-2,9.626919E-2,9.981728E-2,1.035269E-1,1.082182E-1,1.127536E-1,1.179222E-1,1.236854E-1,1.302458E-1,1.371783E-1,1.442806E-1,1.521785E-1,1.609094E-1,1.699176E-1,1.785670E-1,1.875726E-1,1.970472E-1,2.068090E-1,2.168029E-1,2.266005E-1,2.362491E-1
"""TR651_T35_P8_dmax-2 M1""","""""","""""",38.86,6.41,8.81,8.629205E-2,8.653298E-2,8.434399E-2,8.093476E-2,7.815333E-2,7.720747E-2,7.668161E-2,7.711552E-2,7.798509E-2,7.941860E-2,8.115657E-2,8.327746E-2,8.531271E-2,8.729666E-2,8.965402E-2,9.278183E-2,9.631780E-2,9.982307E-2,1.035269E-1,1.082182E-1,1.127536E-1,1.179222E-1,1.236854E-1,1.302458E-1,1.371783E-1,1.442806E-1,1.521785E-1,1.609094E-1,1.699176E-1,1.785670E-1,1.875726E-1,1.970472E-1,2.068090E-1,2.168029E-1,2.266005E-1,2.362491E-1
